gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary,ARPM,CLV_proxy,ServiceCount,ContractRiskScore,TenureSegment,ChargesSegment,HighRiskFlag,ElectronicCheckFlag,NewCustomerFlag,LongTermCustomerFlag,PremiumCustomerFlag,TotalRiskScore
Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,0,0,106.55873015873016,6640.200000000001,7,3,Loyal,Premium,0,1,0,1,1,4
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,562.6,0,0,20.83703703703704,542.7,1,2,Established,Low,0,0,0,0,0,2
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,1,1,105.32272727272726,2229.7,6,3,Developing,Premium,0,0,0,0,1,3
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,0,0,22.8625,80.2,1,3,New,Low,0,0,1,0,0,4
Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,0,0,19.73452380952381,869.4,1,1,Established,Low,0,0,0,1,0,1
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,617.35,0,0,21.28793103448276,590.1500000000001,1,2,Established,Low,0,0,0,0,0,2
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,1,1,66.725,280.2,2,3,New,Medium,0,0,1,0,0,4
Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,625.05,0,0,20.834999999999997,591.0,1,2,Established,Low,0,0,0,0,0,2
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,1,1,75.35,298.6,3,3,New,High,1,1,1,0,0,6
Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,0,0,84.9281690140845,6066.95,8,1,Loyal,High,0,0,0,1,0,1
Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,0,0,40.05869565217392,1858.3999999999999,4,1,Established,Medium,0,0,0,1,0,1
Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,1,1,51.65,201.6,3,3,New,Medium,0,0,1,0,0,4
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,1,1,86.38571428571429,557.5500000000001,4,3,New,High,1,0,0,0,0,4
Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,0,0,107.04420289855072,7258.8,7,2,Loyal,Premium,0,0,0,1,1,2
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,0,0,101.86180555555556,7246.8,7,1,Loyal,Premium,0,0,0,1,1,1
Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,1,1,77.46052631578948,1517.1499999999999,4,3,Developing,High,0,1,0,0,0,4
Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,0,0,93.79107142857143,2548.0,5,3,Established,Premium,0,1,0,0,1,4
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1,1,1,82.42,393.75,4,3,New,High,1,1,1,0,0,6
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,0,0,114.95902777777776,8406.0,9,1,Loyal,Premium,0,0,0,1,1,1
Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,1,1,72.93125,643.6,3,3,New,High,1,0,0,0,0,4
Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,0,0,52.75,413.7,4,2,New,Medium,0,1,0,0,0,3
Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,0,0,47.684090909090905,1095.6,3,3,Developing,Medium,0,1,0,0,0,4
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,1414.8,0,0,19.65,1389.6000000000001,1,1,Loyal,Low,0,0,0,1,0,1
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.65,169.75,0,0,21.21875,157.2,1,3,New,Low,0,0,0,0,0,3
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,0,0,83.73942307692307,4232.8,8,2,Loyal,High,0,0,0,1,0,2
Female,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,0,0,39.98823529411764,2645.2,4,1,Loyal,Medium,0,0,0,1,0,1
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,0,0,89.65281690140846,6244.45,9,1,Loyal,High,0,0,0,1,0,1
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,51.6,0,0,25.8,39.7,1,3,New,Low,0,0,1,0,0,4
Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,0,0,93.83088235294117,3275.8999999999996,6,3,Established,Premium,0,1,0,0,1,4
Female,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,0,0,23.214285714285715,845.25,1,3,Established,Low,0,1,0,0,0,4
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,0,0,18.750819672131147,1165.1000000000001,1,2,Loyal,Low,0,0,0,1,0,2
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,0,0,44.0,44.0,2,3,New,Medium,0,1,1,0,0,5
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,50.1,1,1,50.1,50.1,3,3,New,Medium,0,0,1,0,0,4
Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,0,0,62.20754716981132,3211.8,4,2,Loyal,Medium,0,0,0,1,0,2
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.65,1887.0,0,0,26.208333333333332,1846.8,2,1,Loyal,Low,0,0,0,1,0,1
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,1,1,75.9,152.8,3,3,New,High,1,1,1,0,0,6
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,1,1,97.88333333333333,296.1,6,3,New,Premium,1,1,1,0,1,6
Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,1,1,100.62307692307692,1310.3999999999999,6,3,Developing,Premium,0,1,0,0,1,4
Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,0,0,54.03414634146342,2211.9500000000003,5,3,Established,Medium,0,1,0,1,0,4
Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.4,482.8,0,0,20.116666666666667,489.59999999999997,1,2,Developing,Low,0,0,0,0,0,2
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,1,1,92.81964285714285,2522.7999999999997,4,2,Established,Premium,0,0,0,0,1,2
Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,0,0,27.05625,234.8,2,3,New,Low,0,0,0,0,0,3
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,0,0,20.45,20.45,1,3,New,Low,0,0,1,0,0,4
Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,5064.85,0,0,93.79351851851852,5135.4,6,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,0,0,24.303658536585367,1035.25,2,3,Established,Low,0,0,0,1,0,3
Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,0,0,44.19210526315789,853.1,2,3,Developing,Medium,0,0,0,0,0,3
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,0,0,93.51388888888889,6670.8,9,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,0,0,42.230645161290326,2709.4,5,1,Loyal,Medium,0,0,0,1,0,1
Female,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,0,0,72.93482142857142,4065.5999999999995,6,1,Loyal,High,0,0,0,1,0,1
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.55,765.5,1,1,51.03333333333333,773.25,3,3,Developing,Medium,0,1,0,0,0,4
Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,1,1,79.35499999999999,792.5,3,3,New,High,1,1,0,0,0,5
Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,0,0,19.1859375,606.4,1,1,Established,Low,0,0,0,0,0,1
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,0,0,19.183333333333334,430.5,1,3,Developing,Low,0,0,0,0,0,3
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,0,0,20.07741935483871,1236.8999999999999,1,2,Loyal,Low,0,0,0,1,0,2
Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,0,0,23.2,49.0,1,3,New,Low,0,1,1,0,0,5
Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,581.85,0,0,21.55,556.2,1,1,Established,Low,0,0,0,0,0,1
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,1,1,92.56,474.25,5,3,New,Premium,1,0,1,0,1,5
Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,0,0,61.608000000000004,1526.25,6,2,Established,Medium,0,1,0,0,0,3
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,1,1,84.9,171.4,4,3,New,High,1,1,1,0,0,6
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,0,0,105.47142857142858,5225.85,7,2,Loyal,Premium,0,0,0,1,1,2
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,0,0,107.62063492063493,6819.75,8,3,Loyal,Premium,0,0,0,1,1,3
Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,0,0,23.625,81.6,1,3,New,Low,0,0,1,0,0,4
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,0,0,55.3,55.3,3,3,New,Medium,0,0,1,0,0,4
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,208.0,0,0,18.90909090909091,222.75,1,3,New,Low,0,0,0,0,0,3
Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,0,0,73.64903846153847,3793.4,3,3,Loyal,High,0,0,0,1,0,3
Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,0,0,88.24333333333334,5367.0,5,3,Loyal,High,0,1,0,1,0,4
Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,0,0,107.653125,6697.6,7,2,Loyal,Premium,0,0,0,1,1,2
Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,0,0,75.68255813953488,3233.6,6,1,Established,High,0,0,0,1,0,1
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,0,0,104.65409836065574,6170.150000000001,6,2,Loyal,Premium,0,0,0,1,1,2
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1,1,44.4,44.4,2,3,New,Medium,0,0,1,0,0,4
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,1,1,95.53999999999999,447.5,4,3,New,High,1,1,1,0,0,6
Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,0,0,67.38712121212122,4537.5,7,1,Loyal,Medium,0,0,0,1,0,1
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,0,0,109.26940298507463,7440.349999999999,8,1,Loyal,Premium,0,1,0,1,1,2
Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,0,0,98.45238095238095,4158.0,6,1,Established,Premium,0,0,0,1,1,1
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,1,1,86.05,86.05,4,3,New,High,1,1,1,0,0,6
Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,697.7,0,0,22.506451612903227,651.0,1,1,Established,Low,0,0,0,0,0,1
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,168.65,0,0,24.092857142857145,135.79999999999998,1,3,New,Low,0,0,0,0,0,3
Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,1,1,43.575,178.2,3,3,New,Medium,0,1,1,0,0,5
Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,0,0,80.99411764705883,2624.8,6,2,Established,High,0,0,0,0,0,2
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,69.25,0,0,23.083333333333332,58.349999999999994,1,2,New,Low,0,0,1,0,0,3
Female,0,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,0,0,22.88421052631579,472.15000000000003,1,3,Developing,Low,0,0,0,0,0,3
Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,1,1,34.75806451612903,1097.3999999999999,3,3,Established,Low,0,0,0,0,0,3
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,1,1,95.65,95.65,5,3,New,Premium,1,0,1,0,1,5
Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,107.25,0,0,35.75,124.05000000000001,4,3,New,Medium,0,0,1,0,0,4
Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,0,0,18.504347826086956,901.6,1,3,Established,Low,0,1,0,1,0,4
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.95,20.95,1,1,20.95,20.95,1,3,New,Low,0,0,1,0,0,4
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,0,0,84.76231884057971,5827.05,5,2,Loyal,High,0,0,0,1,0,2
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,109.8,0,0,21.96,101.25,1,3,New,Low,0,0,1,0,0,4
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,0,0,19.65,19.65,1,3,New,Low,0,0,1,0,0,4
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,0,0,22.903846153846153,536.9,1,2,Established,Low,0,0,0,0,0,2
Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,1,1,32.980000000000004,347.0,2,3,New,Low,0,1,0,0,0,4
Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,0,0,100.54,2482.5,6,1,Established,Premium,0,0,0,0,1,1
Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,0,0,80.23984375,5187.2,4,3,Loyal,High,0,1,0,1,0,4
Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2000.2,0,0,66.67333333333333,2027.9999999999998,7,3,Established,Medium,0,1,0,0,0,4
Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,0,0,71.67307692307692,911.95,2,3,Developing,Medium,0,1,0,0,0,4
Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.0,7396.15,0,0,115.56484375,7360.0,9,2,Loyal,Premium,0,1,0,1,1,3
Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,0,0,86.06195652173913,3900.7999999999997,5,3,Established,High,0,0,0,1,0,3
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,260.9,0,0,21.741666666666664,236.39999999999998,1,2,New,Low,0,0,0,0,0,2
Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,297.3,1,1,19.82,296.25,1,3,Developing,Low,0,0,0,0,0,3
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,1,1,89.12352941176471,1573.35,5,3,Developing,Premium,0,1,0,0,1,4
Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,0,0,62.83076923076923,820.9499999999999,5,3,Developing,Medium,0,0,0,0,0,3
Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4868.4,0,0,72.66268656716417,4958.0,7,1,Loyal,High,0,0,0,1,0,1
Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,688.0,0,0,28.666666666666668,698.4000000000001,2,3,Developing,Low,0,1,0,0,0,4
Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,288.35,0,0,48.05833333333334,300.29999999999995,3,3,New,Medium,0,0,0,0,0,3
Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,1,1,60.93679245283019,3182.6499999999996,5,2,Loyal,Medium,0,1,0,1,0,3
Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,1,1,73.640625,1188.8,3,3,Developing,High,0,0,0,0,0,3
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,185.4,0,0,18.54,200.0,1,3,New,Low,0,1,0,0,0,4
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.65,966.25,0,0,74.32692307692308,970.45,3,2,Developing,High,0,0,0,0,0,2
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,1,1,84.28888888888889,768.15,4,3,New,High,1,1,0,0,0,5
Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.3,1863.8,1,1,74.55199999999999,1857.5,7,2,Established,High,0,0,0,0,0,2
Male,1,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,0,0,37.971428571428575,310.8,4,3,New,Medium,0,1,0,0,0,4
Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297.0,0,0,86.76315789473684,3245.2000000000003,8,1,Established,High,0,0,0,1,0,1
Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,0,0,95.51860465116279,4046.2999999999997,6,3,Established,Premium,0,1,0,1,1,4
Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,1,1,99.075,392.4,6,3,New,Premium,1,0,1,0,1,5
Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,0,0,112.36200000000001,2722.5,8,1,Established,Premium,0,1,0,0,1,2
Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.2,1567.55,0,0,58.0574074074074,1517.4,4,2,Established,Medium,0,0,0,0,0,2
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,1851.45,0,0,25.714583333333334,1879.2,2,1,Loyal,Low,0,0,0,1,0,1
Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.45,6028.95,0,0,84.91478873239437,6066.95,5,2,Loyal,High,0,0,0,1,0,2
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,0,0,86.36458333333333,2134.8,5,3,Developing,High,0,0,0,0,0,3
Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,5551.15,1,1,111.023,5482.5,8,1,Loyal,Premium,0,1,0,1,1,2
Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,0,0,75.74298245614035,4237.95,6,1,Loyal,High,0,0,0,1,0,1
Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,0,0,49.12,732.75,3,3,Developing,Medium,0,1,0,0,0,4
Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,0,0,84.0375,320.4,4,3,New,High,1,1,1,0,0,6
Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,0,0,54.38035714285714,1569.3999999999999,4,3,Established,Medium,0,1,0,0,0,4
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,1,1,69.21111111111111,670.9499999999999,3,3,New,High,1,1,0,0,0,5
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,0,0,90.17454545454547,4939.0,5,3,Loyal,High,0,0,0,1,0,3
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,1,1,109.98333333333333,302.85,6,3,New,Premium,1,1,1,0,1,6
